Stateandterritory,Industry,Category,PersonsMedianweeklyearnings,MalesMedianweeklyearnings,FemalesMedianweeklyearnings
Western Australia,Arts and recreation services,Skill level 2,977.789,0,0
Western Australia,Arts and recreation services,Skill level 3,316.49,279.07,319.611
Western Australia,Arts and recreation services,Skill level 4,650.051,587.302,0
Western Australia,Arts and recreation services,Skill level 5,741.722,0,0
Tasmania,"Agriculture, forestry and fishing",Full-time,1346.549,1344.812,0
Tasmania,"Agriculture, forestry and fishing",Part-time,602.041,557.009,0
Tasmania,"Agriculture, forestry and fishing",Skill level 1,1291.214,1313.67,0
Tasmania,"Agriculture, forestry and fishing",Skill level 2,0,0,0
Tasmania,"Agriculture, forestry and fishing",Skill level 3,0,0,0
Tasmania,"Agriculture, forestry and fishing",Skill level 4,1795.868,0,0
Tasmania,"Agriculture, forestry and fishing",Skill level 5,948.978,1004.314,0
Tasmania,Mining,Full-time,2225.083,2193.872,0
Tasmania,Mining,Part-time,0,0,0
Tasmania,Mining,Skill level 1,0,0,0
Tasmania,Mining,Skill level 2,0,0,0
Tasmania,Mining,Skill level 3,0,0,0
Tasmania,Mining,Skill level 4,1404.002,1404.002,0
Tasmania,Mining,Skill level 5,2035.191,2035.191,0
Tasmania,Manufacturing,Full-time,1463.213,1499.313,1276.728
Tasmania,Manufacturing,Part-time,697.656,731.114,685.15
Tasmania,Manufacturing,Skill level 1,2023.772,1988.08,2074.096
Tasmania,Manufacturing,Skill level 2,1589.492,2032.633,0
Tasmania,Manufacturing,Skill level 3,1437.572,1605.034,0
Tasmania,Manufacturing,Skill level 4,1249.104,1278.613,964.46
Tasmania,Manufacturing,Skill level 5,938.876,1188.233,734.11
Tasmania,"Electricity, gas, water and waste services",Full-time,1791.3,2298.171,1504.143
Tasmania,"Electricity, gas, water and waste services",Part-time,0,0,0
Tasmania,"Electricity, gas, water and waste services",Skill level 1,2101.626,2533,0
Tasmania,"Electricity, gas, water and waste services",Skill level 2,2231.454,2325.078,0
Tasmania,"Electricity, gas, water and waste services",Skill level 3,0,0,0
Tasmania,"Electricity, gas, water and waste services",Skill level 4,0,1396.985,0
Tasmania,"Electricity, gas, water and waste services",Skill level 5,0,0,0
Tasmania,Construction,Full-time,1273.359,1333.418,1022.932
Tasmania,Construction,Part-time,576.271,335.138,0
Tasmania,Construction,Skill level 1,2109.548,2109.548,0
Tasmania,Construction,Skill level 2,1541.529,0,0
Tasmania,Construction,Skill level 3,1241.728,1211.497,0
Tasmania,Construction,Skill level 4,1171.004,1424.496,888.308
Tasmania,Construction,Skill level 5,1033.538,1162.144,0
Tasmania,Wholesale trade,Full-time,1359.897,1300,0
Tasmania,Wholesale trade,Part-time,0,0,0
Tasmania,Wholesale trade,Skill level 1,1934.986,0,0
Tasmania,Wholesale trade,Skill level 2,0,0,0
Tasmania,Wholesale trade,Skill level 3,0,0,0
Tasmania,Wholesale trade,Skill level 4,1200.983,0,0
Tasmania,Wholesale trade,Skill level 5,0,0,0
Tasmania,Retail trade,Full-time,1152.346,1098.866,1191.39
Tasmania,Retail trade,Part-time,409.385,384,468.714
Tasmania,Retail trade,Skill level 1,1493.978,1990.977,1263.742
Tasmania,Retail trade,Skill level 2,1207.99,0,0
Tasmania,Retail trade,Skill level 3,872.708,0,0
Tasmania,Retail trade,Skill level 4,1062.061,1054.516,0
Tasmania,Retail trade,Skill level 5,584.406,740.885,550
Tasmania,Accommodation and food services,Full-time,1152.054,1178.25,1070.83
Tasmania,Accommodation and food services,Part-time,406.048,407.7,407.08
Tasmania,Accommodation and food services,Skill level 1,0,0,0
Tasmania,Accommodation and food services,Skill level 2,1100,1117.064,1081.525
Tasmania,Accommodation and food services,Skill level 3,0,0,0
Tasmania,Accommodation and food services,Skill level 4,666.877,1007.441,577.131
Tasmania,Accommodation and food services,Skill level 5,266.071,240,293.677
Tasmania,"Transport, postal and warehousing",Full-time,1450,1450,1379.092
Tasmania,"Transport, postal and warehousing",Part-time,588.078,515.123,627.472
Tasmania,"Transport, postal and warehousing",Skill level 1,1547.144,0,0
Tasmania,"Transport, postal and warehousing",Skill level 2,0,0,0
Tasmania,"Transport, postal and warehousing",Skill level 3,0,0,0
Tasmania,"Transport, postal and warehousing",Skill level 4,1227.05,1256.525,0
Tasmania,"Transport, postal and warehousing",Skill level 5,1251.82,1248.075,0
Tasmania,Information Media and telecommunications,Full-time,1674.216,1801.761,0
Tasmania,Information Media and telecommunications,Part-time,0,0,0
Tasmania,Information Media and telecommunications,Skill level 1,1735.899,1862.269,0
Tasmania,Information Media and telecommunications,Skill level 2,0,0,0
Tasmania,Information Media and telecommunications,Skill level 3,0,0,0
Tasmania,Information Media and telecommunications,Skill level 4,0,0,0
Tasmania,Information Media and telecommunications,Skill level 5,0,0,0
Tasmania,Financial and insurance services,Full-time,1913.779,2046.85,1816.75
Tasmania,Financial and insurance services,Part-time,0,0,695.519
Tasmania,Financial and insurance services,Skill level 1,1717.481,2093.367,0
Tasmania,Financial and insurance services,Skill level 2,2099.679,0,2097.759
Tasmania,Financial and insurance services,Skill level 3,1020.438,0,0
Tasmania,Financial and insurance services,Skill level 4,0,0,0
Tasmania,Financial and insurance services,Skill level 5,0,0,0
Tasmania,"Rental, hiring and real estate services",Full-time,1293.86,0,1209.437
Tasmania,"Rental, hiring and real estate services",Part-time,0,0,0
Tasmania,"Rental, hiring and real estate services",Skill level 1,0,0,0
Tasmania,"Rental, hiring and real estate services",Skill level 2,0,0,0
Tasmania,"Rental, hiring and real estate services",Skill level 3,1611.341,0,1609.433
Tasmania,"Rental, hiring and real estate services",Skill level 4,1088.852,0,1088.852
Tasmania,"Rental, hiring and real estate services",Skill level 5,0,0,0
Tasmania,"Professional, scientific and technical services",Full-time,1704.906,1868.128,1533.736
Tasmania,"Professional, scientific and technical services",Part-time,1038.746,0,1050
Tasmania,"Professional, scientific and technical services",Skill level 1,1605.325,1748.391,1457.618
Tasmania,"Professional, scientific and technical services",Skill level 2,1563.467,1856.47,1323.088
Tasmania,"Professional, scientific and technical services",Skill level 3,0,0,0
Tasmania,"Professional, scientific and technical services",Skill level 4,0,0,864.119
Tasmania,"Professional, scientific and technical services",Skill level 5,0,0,0
Tasmania,Administrative and support services,Full-time,1154.373,1165.807,1096.696
Tasmania,Administrative and support services,Part-time,542.441,618.481,506.772
Tasmania,Administrative and support services,Skill level 1,981.562,0,0
Tasmania,Administrative and support services,Skill level 2,0,0,0
Tasmania,Administrative and support services,Skill level 3,0,0,0
Tasmania,Administrative and support services,Skill level 4,1120.281,0,891.413
Tasmania,Administrative and support services,Skill level 5,643.453,0,622.462
Tasmania,Public administration and safety,Full-time,1745.843,1750,1733.643
Tasmania,Public administration and safety,Part-time,897.159,0,988.794
Tasmania,Public administration and safety,Skill level 1,1737.813,1849.812,1690.564
Tasmania,Public administration and safety,Skill level 2,1750,1816.325,1744.394
Tasmania,Public administration and safety,Skill level 3,1666.278,1532.275,0
Tasmania,Public administration and safety,Skill level 4,1116.022,1303.171,1050.647
Tasmania,Public administration and safety,Skill level 5,1070.363,0,432.663
Tasmania,Education and training,Full-time,1727.872,1783.395,1652.836
Tasmania,Education and training,Part-time,987.015,907.779,987.274
Tasmania,Education and training,Skill level 1,1650,1939.635,1492.02
Tasmania,Education and training,Skill level 2,0,0,0
Tasmania,Education and training,Skill level 3,1244.811,1283.8,0
Tasmania,Education and training,Skill level 4,986.024,878.934,1029.033
Tasmania,Education and training,Skill level 5,719.872,0,707.844
Tasmania,Health care and social assistance,Full-time,1637.221,1550.002,1654.251
Tasmania,Health care and social assistance,Part-time,1000,1060.089,974.548
Tasmania,Health care and social assistance,Skill level 1,1668.464,1784.776,1600
Tasmania,Health care and social assistance,Skill level 2,1243.115,1207.149,1279.889
Tasmania,Health care and social assistance,Skill level 3,914.204,0,805.507
Tasmania,Health care and social assistance,Skill level 4,1037.707,1252.411,1014.544
Tasmania,Health care and social assistance,Skill level 5,872.158,988.982,0
Tasmania,Arts and recreation services,Full-time,1700.99,0,0
Tasmania,Arts and recreation services,Part-time,600,0,640.97
Tasmania,Arts and recreation services,Skill level 1,1070.619,1862.967,0
Tasmania,Arts and recreation services,Skill level 2,0,0,0
Tasmania,Arts and recreation services,Skill level 3,0,0,0
Tasmania,Arts and recreation services,Skill level 4,0,0,0
Tasmania,Arts and recreation services,Skill level 5,0,0,0
Northern Territory,"Agriculture, forestry and fishing",Full-time,0,0,0
Northern Territory,"Agriculture, forestry and fishing",Part-time,0,0,0
Northern Territory,"Agriculture, forestry and fishing",Skill level 1,0,0,0
Northern Territory,"Agriculture, forestry and fishing",Skill level 2,0,0,0
Northern Territory,"Agriculture, forestry and fishing",Skill level 3,0,0,0
Northern Territory,"Agriculture, forestry and fishing",Skill level 4,0,0,0
Northern Territory,"Agriculture, forestry and fishing",Skill level 5,0,0,0
Northern Territory,Mining,Full-time,2749.734,2758.38,0
Northern Territory,Mining,Part-time,0,0,0
Northern Territory,Mining,Skill level 1,0,0,0
Northern Territory,Mining,Skill level 2,0,0,0
Northern Territory,Mining,Skill level 3,2802.861,2802.861,0
Northern Territory,Mining,Skill level 4,2760.697,2760.697,0
Northern Territory,Mining,Skill level 5,0,0,0
Northern Territory,Manufacturing,Full-time,1456.12,1775.328,1337.083
Northern Territory,Manufacturing,Part-time,0,516,0
Northern Territory,Manufacturing,Skill level 1,0,0,0
Northern Territory,Manufacturing,Skill level 2,0,0,0
Northern Territory,Manufacturing,Skill level 3,1399.352,1215.609,0
Northern Territory,Manufacturing,Skill level 4,0,0,0
Northern Territory,Manufacturing,Skill level 5,0,516,0
Northern Territory,"Electricity, gas, water and waste services",Full-time,2615.833,2613.373,0
Northern Territory,"Electricity, gas, water and waste services",Part-time,0,0,0
Northern Territory,"Electricity, gas, water and waste services",Skill level 1,2642.408,0,0
Northern Territory,"Electricity, gas, water and waste services",Skill level 2,0,0,0
Northern Territory,"Electricity, gas, water and waste services",Skill level 3,0,0,0
Northern Territory,"Electricity, gas, water and waste services",Skill level 4,0,0,0
Northern Territory,"Electricity, gas, water and waste services",Skill level 5,0,0,0
Northern Territory,Construction,Full-time,1592.31,1600,1325.013
Northern Territory,Construction,Part-time,0,0,0
Northern Territory,Construction,Skill level 1,2496.062,3128.358,0
Northern Territory,Construction,Skill level 2,0,0,0
Northern Territory,Construction,Skill level 3,1349.456,1396.436,0
Northern Territory,Construction,Skill level 4,1412.53,1728.969,0
Northern Territory,Construction,Skill level 5,1537.918,1537.918,0
Northern Territory,Wholesale trade,Full-time,1677.667,1714.056,0
Northern Territory,Wholesale trade,Part-time,0,0,0
Northern Territory,Wholesale trade,Skill level 1,0,0,0
Northern Territory,Wholesale trade,Skill level 2,0,0,0
Northern Territory,Wholesale trade,Skill level 3,0,0,0
Northern Territory,Wholesale trade,Skill level 4,1470.534,1781.711,0
Northern Territory,Wholesale trade,Skill level 5,0,0,0
Northern Territory,Retail trade,Full-time,1200,1227.022,1000
Northern Territory,Retail trade,Part-time,498.065,340.137,509.117
Northern Territory,Retail trade,Skill level 1,0,0,0
Northern Territory,Retail trade,Skill level 2,1639.538,0,0
Northern Territory,Retail trade,Skill level 3,1505.537,0,0
Northern Territory,Retail trade,Skill level 4,1199.042,0,0
Northern Territory,Retail trade,Skill level 5,600,793.961,600
Northern Territory,Accommodation and food services,Full-time,1196.717,1314.179,903.662
Northern Territory,Accommodation and food services,Part-time,521.508,377.089,575.09
Northern Territory,Accommodation and food services,Skill level 1,1660.637,0,0
Northern Territory,Accommodation and food services,Skill level 2,1176.47,1300,650.014
Northern Territory,Accommodation and food services,Skill level 3,0,0,900
Northern Territory,Accommodation and food services,Skill level 4,790.232,0,777.774
Northern Territory,Accommodation and food services,Skill level 5,664.924,196.523,713.23
Northern Territory,"Transport, postal and warehousing",Full-time,1808.754,1855.702,1263.429
Northern Territory,"Transport, postal and warehousing",Part-time,812.156,0,0
Northern Territory,"Transport, postal and warehousing",Skill level 1,1803.846,0,0
Northern Territory,"Transport, postal and warehousing",Skill level 2,0,0,0
Northern Territory,"Transport, postal and warehousing",Skill level 3,1737.089,1737.089,0
Northern Territory,"Transport, postal and warehousing",Skill level 4,1528.13,1894.701,0
Northern Territory,"Transport, postal and warehousing",Skill level 5,0,0,0
Northern Territory,Information Media and telecommunications,Full-time,0,0,0
Northern Territory,Information Media and telecommunications,Part-time,0,0,0
Northern Territory,Information Media and telecommunications,Skill level 1,0,0,0
Northern Territory,Information Media and telecommunications,Skill level 2,0,0,0
Northern Territory,Information Media and telecommunications,Skill level 3,0,0,0
Northern Territory,Information Media and telecommunications,Skill level 4,0,0,0
Northern Territory,Information Media and telecommunications,Skill level 5,0,0,0
Northern Territory,Financial and insurance services,Full-time,1270.238,0,0
Northern Territory,Financial and insurance services,Part-time,0,0,0
Northern Territory,Financial and insurance services,Skill level 1,0,0,0
Northern Territory,Financial and insurance services,Skill level 2,0,0,0
Northern Territory,Financial and insurance services,Skill level 3,0,0,0
Northern Territory,Financial and insurance services,Skill level 4,0,0,0
Northern Territory,Financial and insurance services,Skill level 5,0,0,0
Northern Territory,"Rental, hiring and real estate services",Full-time,1496.082,0,1426.171
Northern Territory,"Rental, hiring and real estate services",Part-time,0,0,0
Northern Territory,"Rental, hiring and real estate services",Skill level 1,0,0,0
Northern Territory,"Rental, hiring and real estate services",Skill level 2,0,0,0
Northern Territory,"Rental, hiring and real estate services",Skill level 3,0,0,0
Northern Territory,"Rental, hiring and real estate services",Skill level 4,0,0,0
Northern Territory,"Rental, hiring and real estate services",Skill level 5,0,0,0
Northern Territory,"Professional, scientific and technical services",Full-time,1757.35,1959.767,1523.264
Northern Territory,"Professional, scientific and technical services",Part-time,0,0,981.141
Northern Territory,"Professional, scientific and technical services",Skill level 1,1877.815,1712.958,2210.433
Northern Territory,"Professional, scientific and technical services",Skill level 2,1496.559,0,0
Northern Territory,"Professional, scientific and technical services",Skill level 3,0,0,0
Northern Territory,"Professional, scientific and technical services",Skill level 4,0,0,0
Northern Territory,"Professional, scientific and technical services",Skill level 5,0,0,0
Northern Territory,Administrative and support services,Full-time,1394.253,0,1344.397
Northern Territory,Administrative and support services,Part-time,0,0,0
Northern Territory,Administrative and support services,Skill level 1,1702.968,0,0
Northern Territory,Administrative and support services,Skill level 2,0,0,0
Northern Territory,Administrative and support services,Skill level 3,0,0,0
Northern Territory,Administrative and support services,Skill level 4,0,0,0
Northern Territory,Administrative and support services,Skill level 5,752.03,0,0
Northern Territory,Public administration and safety,Full-time,1873.955,1904.162,1856.348
Northern Territory,Public administration and safety,Part-time,1074.392,1136.452,758.094
Northern Territory,Public administration and safety,Skill level 1,2053,2053,2099.006
Northern Territory,Public administration and safety,Skill level 2,1818.151,1791.282,1836.25
Northern Territory,Public administration and safety,Skill level 3,0,0,0
Northern Territory,Public administration and safety,Skill level 4,1617.185,1591.278,1717.096
Northern Territory,Public administration and safety,Skill level 5,0,0,0
Northern Territory,Education and training,Full-time,1648.514,1734.82,1600
Northern Territory,Education and training,Part-time,810.625,0,810.625
Northern Territory,Education and training,Skill level 1,1763.34,2103.031,1685.905
Northern Territory,Education and training,Skill level 2,905.238,0,0
Northern Territory,Education and training,Skill level 3,0,0,0
Northern Territory,Education and training,Skill level 4,1246.69,0,1231.862
Northern Territory,Education and training,Skill level 5,0,0,0
Northern Territory,Health care and social assistance,Full-time,1500,1750,1450.705
Northern Territory,Health care and social assistance,Part-time,890.346,0,861.725
Northern Territory,Health care and social assistance,Skill level 1,1700,2003.088,1511.596
Northern Territory,Health care and social assistance,Skill level 2,1505.038,1782.037,1288.698
Northern Territory,Health care and social assistance,Skill level 3,813.724,0,896.877
Northern Territory,Health care and social assistance,Skill level 4,1113.766,1276.338,1000
Northern Territory,Health care and social assistance,Skill level 5,1132.317,0,0
Northern Territory,Arts and recreation services,Full-time,1381.493,1529.351,0
Northern Territory,Arts and recreation services,Part-time,624.54,0,0
Northern Territory,Arts and recreation services,Skill level 1,1561.504,0,0
Northern Territory,Arts and recreation services,Skill level 2,0,0,0
Northern Territory,Arts and recreation services,Skill level 3,0,0,0
Northern Territory,Arts and recreation services,Skill level 4,0,0,0
Northern Territory,Arts and recreation services,Skill level 5,0,0,0
Australian Capital Territory,"Agriculture, forestry and fishing",Full-time,0,0,0
Australian Capital Territory,"Agriculture, forestry and fishing",Part-time,0,0,0
Australian Capital Territory,"Agriculture, forestry and fishing",Skill level 1,0,0,0
Australian Capital Territory,"Agriculture, forestry and fishing",Skill level 2,0,0,0
Australian Capital Territory,"Agriculture, forestry and fishing",Skill level 3,0,0,0
Australian Capital Territory,"Agriculture, forestry and fishing",Skill level 4,0,0,0
Australian Capital Territory,"Agriculture, forestry and fishing",Skill level 5,0,0,0
Australian Capital Territory,Mining,Full-time,0,0,0
Australian Capital Territory,Mining,Part-time,0,0,0
Australian Capital Territory,Mining,Skill level 1,0,0,0
Australian Capital Territory,Mining,Skill level 2,0,0,0
Australian Capital Territory,Mining,Skill level 3,0,0,0
Australian Capital Territory,Mining,Skill level 4,0,0,0
Australian Capital Territory,Mining,Skill level 5,0,0,0
Australian Capital Territory,Manufacturing,Full-time,1157.217,1256.612,0
Australian Capital Territory,Manufacturing,Part-time,0,0,0
Australian Capital Territory,Manufacturing,Skill level 1,0,0,0
Australian Capital Territory,Manufacturing,Skill level 2,0,0,0
Australian Capital Territory,Manufacturing,Skill level 3,0,0,0
Australian Capital Territory,Manufacturing,Skill level 4,0,0,0
Australian Capital Territory,Manufacturing,Skill level 5,0,0,0
Australian Capital Territory,"Electricity, gas, water and waste services",Full-time,0,0,0
Australian Capital Territory,"Electricity, gas, water and waste services",Part-time,0,0,0
Australian Capital Territory,"Electricity, gas, water and waste services",Skill level 1,0,0,0
Australian Capital Territory,"Electricity, gas, water and waste services",Skill level 2,0,0,0
Australian Capital Territory,"Electricity, gas, water and waste services",Skill level 3,0,0,0
Australian Capital Territory,"Electricity, gas, water and waste services",Skill level 4,0,0,0
Australian Capital Territory,"Electricity, gas, water and waste services",Skill level 5,0,0,0
Australian Capital Territory,Construction,Full-time,1686.225,1684.2,0
Australian Capital Territory,Construction,Part-time,569.87,0,0
Australian Capital Territory,Construction,Skill level 1,0,0,0
Australian Capital Territory,Construction,Skill level 2,0,0,0
Australian Capital Territory,Construction,Skill level 3,1760.83,1811.79,0
Australian Capital Territory,Construction,Skill level 4,0,0,0
Australian Capital Territory,Construction,Skill level 5,0,0,0
Australian Capital Territory,Wholesale trade,Full-time,1493.071,1479.278,0
Australian Capital Territory,Wholesale trade,Part-time,0,0,0
Australian Capital Territory,Wholesale trade,Skill level 1,0,0,0
Australian Capital Territory,Wholesale trade,Skill level 2,0,0,0
Australian Capital Territory,Wholesale trade,Skill level 3,0,0,0
Australian Capital Territory,Wholesale trade,Skill level 4,0,0,0
Australian Capital Territory,Wholesale trade,Skill level 5,0,0,0
Australian Capital Territory,Retail trade,Full-time,1250,1304.622,1115.663
Australian Capital Territory,Retail trade,Part-time,401.305,321.784,579.8
Australian Capital Territory,Retail trade,Skill level 1,0,0,0
Australian Capital Territory,Retail trade,Skill level 2,1250,0,0
Australian Capital Territory,Retail trade,Skill level 3,0,0,0
Australian Capital Territory,Retail trade,Skill level 4,1125.615,1239.287,0
Australian Capital Territory,Retail trade,Skill level 5,495.277,367.57,577.352
Australian Capital Territory,Accommodation and food services,Full-time,1498.882,1504.485,0
Australian Capital Territory,Accommodation and food services,Part-time,340,340,325.799
Australian Capital Territory,Accommodation and food services,Skill level 1,0,0,0
Australian Capital Territory,Accommodation and food services,Skill level 2,1537.215,1537.215,0
Australian Capital Territory,Accommodation and food services,Skill level 3,0,0,0
Australian Capital Territory,Accommodation and food services,Skill level 4,503.979,522.697,467.35
Australian Capital Territory,Accommodation and food services,Skill level 5,228.79,227.259,277.9
Australian Capital Territory,"Transport, postal and warehousing",Full-time,1545.282,1708.195,0
Australian Capital Territory,"Transport, postal and warehousing",Part-time,616.293,0,0
Australian Capital Territory,"Transport, postal and warehousing",Skill level 1,0,0,0
Australian Capital Territory,"Transport, postal and warehousing",Skill level 2,0,0,0
Australian Capital Territory,"Transport, postal and warehousing",Skill level 3,0,0,0
Australian Capital Territory,"Transport, postal and warehousing",Skill level 4,0,0,0
Australian Capital Territory,"Transport, postal and warehousing",Skill level 5,0,0,0
Australian Capital Territory,Information Media and telecommunications,Full-time,1615.939,0,0
Australian Capital Territory,Information Media and telecommunications,Part-time,0,0,0
Australian Capital Territory,Information Media and telecommunications,Skill level 1,1651.432,0,1677.845
Australian Capital Territory,Information Media and telecommunications,Skill level 2,0,0,0
Australian Capital Territory,Information Media and telecommunications,Skill level 3,0,0,0
Australian Capital Territory,Information Media and telecommunications,Skill level 4,0,0,2289.268
Australian Capital Territory,Information Media and telecommunications,Skill level 5,0,0,0
Australian Capital Territory,Financial and insurance services,Full-time,2079.691,2620.118,1863.702
Australian Capital Territory,Financial and insurance services,Part-time,0,0,920.815
Australian Capital Territory,Financial and insurance services,Skill level 1,3319.608,0,11042.243
Australian Capital Territory,Financial and insurance services,Skill level 2,0,0,0
Australian Capital Territory,Financial and insurance services,Skill level 3,0,0,0
Australian Capital Territory,Financial and insurance services,Skill level 4,0,0,0
Australian Capital Territory,Financial and insurance services,Skill level 5,0,0,0
Australian Capital Territory,"Rental, hiring and real estate services",Full-time,0,0,0
Australian Capital Territory,"Rental, hiring and real estate services",Part-time,0,0,0
Australian Capital Territory,"Rental, hiring and real estate services",Skill level 1,0,0,0
Australian Capital Territory,"Rental, hiring and real estate services",Skill level 2,0,0,0
Australian Capital Territory,"Rental, hiring and real estate services",Skill level 3,0,0,0
Australian Capital Territory,"Rental, hiring and real estate services",Skill level 4,0,0,0
Australian Capital Territory,"Rental, hiring and real estate services",Skill level 5,0,0,0
Australian Capital Territory,"Professional, scientific and technical services",Full-time,2074.005,2245.91,2013
Australian Capital Territory,"Professional, scientific and technical services",Part-time,673.432,338.703,996.295
Australian Capital Territory,"Professional, scientific and technical services",Skill level 1,2203.419,2279.427,2049.692
Australian Capital Territory,"Professional, scientific and technical services",Skill level 2,1604.901,1451.662,1625.804
Australian Capital Territory,"Professional, scientific and technical services",Skill level 3,1577.766,0,0
Australian Capital Territory,"Professional, scientific and technical services",Skill level 4,1240.676,0,0
Australian Capital Territory,"Professional, scientific and technical services",Skill level 5,0,0,0
Australian Capital Territory,Administrative and support services,Full-time,1817.426,2164.651,0
Australian Capital Territory,Administrative and support services,Part-time,0,645.283,0
Australian Capital Territory,Administrative and support services,Skill level 1,0,0,0
Australian Capital Territory,Administrative and support services,Skill level 2,0,0,0
Australian Capital Territory,Administrative and support services,Skill level 3,0,0,0
Australian Capital Territory,Administrative and support services,Skill level 4,0,0,0
Australian Capital Territory,Administrative and support services,Skill level 5,658.234,0,0
Australian Capital Territory,Public administration and safety,Full-time,1787.594,1901.542,1740.349
Australian Capital Territory,Public administration and safety,Part-time,1521.424,1306.275,1557.434
Australian Capital Territory,Public administration and safety,Skill level 1,2003.105,1977.86,2107.981
Australian Capital Territory,Public administration and safety,Skill level 2,1617.971,1629.942,1613.042
Australian Capital Territory,Public administration and safety,Skill level 3,1599.397,1588.371,0
Australian Capital Territory,Public administration and safety,Skill level 4,1570.008,1739.395,1526.332
Australian Capital Territory,Public administration and safety,Skill level 5,0,0,0
Australian Capital Territory,Education and training,Full-time,1936,1958.33,1826.47
Australian Capital Territory,Education and training,Part-time,702.883,0,715.125
Australian Capital Territory,Education and training,Skill level 1,1863.824,2031.866,1720.432
Australian Capital Territory,Education and training,Skill level 2,0,0,0
Australian Capital Territory,Education and training,Skill level 3,1186.879,1928.702,1124.017
Australian Capital Territory,Education and training,Skill level 4,707.064,0,591.01
Australian Capital Territory,Education and training,Skill level 5,0,0,0
Australian Capital Territory,Health care and social assistance,Full-time,1505.907,1612.005,1500.713
Australian Capital Territory,Health care and social assistance,Part-time,790.808,662.217,826.622
Australian Capital Territory,Health care and social assistance,Skill level 1,1605.86,0,1659.053
Australian Capital Territory,Health care and social assistance,Skill level 2,1501.155,0,1078.246
Australian Capital Territory,Health care and social assistance,Skill level 3,966.491,0,0
Australian Capital Territory,Health care and social assistance,Skill level 4,1047.27,0,1138.027
Australian Capital Territory,Health care and social assistance,Skill level 5,0,0,0
Australian Capital Territory,Arts and recreation services,Full-time,1819.514,0,0
Australian Capital Territory,Arts and recreation services,Part-time,0,0,0
Australian Capital Territory,Arts and recreation services,Skill level 1,1891.622,0,0
Australian Capital Territory,Arts and recreation services,Skill level 2,0,0,0
Australian Capital Territory,Arts and recreation services,Skill level 3,0,0,0
Australian Capital Territory,Arts and recreation services,Skill level 4,0,0,0
Australian Capital Territory,Arts and recreation services,Skill level 5,0,0,161.604
